Timestamp,OrderID,Asset,Action,Amount,Duration,Slope,PredictedProbability,Outcome,Profit,PriceHistory,MovingAverage,StdDev,RSI,MACD,MACD_Signal,TraderSentiment
2025-06-05T19:17:00.110763,12712890987,EURUSD-OTC,call,1,1,2.6464961067815733e-05,0.7,win,0.8500000000000001,"1.139305,1.139295,1.139265,1.139235,1.139175,1.139135,1.139115,1.139155,1.139105,1.139195,1.139255,1.139265,1.139365,1.139235,1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140225",1.1393769999999999,0.00033964098692591935,45.58823529411861,0.000227268672714942,0.00011451709678524695,0.239283164228696,1.1394665,1.1402321964150366,1.1387008035849633,0.00014357142857141753,0.0,19,3,0.3287160298956081
2025-06-05T19:18:00.812128,12712894168,EURUSD-OTC,put,1,1,3.3604004449361105e-05,0.39999999999999997,loss,-1,"1.139295,1.139265,1.139235,1.139175,1.139135,1.139115,1.139155,1.139105,1.139195,1.139255,1.139265,1.139365,1.139235,1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140365",1.1394193333333333,0.00039908798807060505,44.28571428572018,0.000272632341042911,0.000149879467287497,0.9945559358440408,1.1395325,1.1404235190794816,1.1386414809205185,0.0001607142857142918,0.0,19,3,0.1600751371933974
2025-06-05T19:19:00.818320,12712897351,EURUSD-OTC,call,1,1,4.054949944380744e-05,0.75,loss,-1,"1.139265,1.139235,1.139175,1.139135,1.139115,1.139155,1.139105,1.139195,1.139255,1.139265,1.139365,1.139235,1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140545",1.139464,0.00045270557024775345,49.29577464788204,0.00031384627276942467,0.00018699848564215308,0.052435433417183486,1.1396009999999999,1.1405997271899773,1.1386022728100225,0.00015142857142856427,0.0,19,3,0.565638515309133
2025-06-05T19:20:01.049052,12712900855,EURUSD-OTC,call,1,1,4.291212458283485e-05,0.8999999999999999,win,0.8500000000000001,"1.139235,1.139175,1.139135,1.139115,1.139155,1.139105,1.139195,1.139255,1.139265,1.139365,1.139235,1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140285",1.1394893333333334,0.00045712641091449804,41.176470588223,0.0003006244574659256,0.0002095821007980286,0.6660016288650141,1.1396339999999998,1.1406294275463336,1.138638572453666,0.00014928571428570895,0.0,19,3,0.37488203756352523
2025-06-05T19:30:00.567220,12712931199,EURUSD-OTC,call,1,1,3.1130144605097185e-05,0.45000000000000007,win,0.8500000000000001,"1.139235,1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139625",1.1397179999999998,0.00044900000000001455,73.23232323232556,4.5246634489792825e-05,0.00014244243558131324,0.5250194387090962,1.1399745,1.1405977327013241,1.1393512672986756,0.00012142857142857391,0.0,19,3,0.5800988720864053
2025-06-05T19:31:00.738126,12712933855,EURUSD-OTC,call,1,1,2.8071190211323786e-05,0.4000000000000001,win,0.8500000000000001,"1.139245,1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139695,1.139695",1.1397356666666667,0.0004396129610868745,73.23232323232556,3.53252236022783e-05,0.00012085346070900079,0.15054848942170018,1.1399934999999999,1.1405629655389047,1.139424034461095,0.00010714285714284535,0.0,19,3,0.6330622678657124
2025-06-05T19:32:00.713886,12712936697,EURUSD-OTC,call,1,1,2.7681868743036965e-05,0.3500000000000001,win,0.8500000000000001,"1.139215,1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139695,1.139915,1.139995",1.139768,0.0004329522683468522,77.47747747747883,6.381675620881211e-05,0.00011543103632662499,0.3872622806192042,1.1400234999999999,1.1405483342595524,1.1394986657404473,0.00012714285714286535,0.0,19,3,0.4964365286836053
2025-06-05T19:33:00.525049,12712939426,EURUSD-OTC,call,1,1,2.6509454949933893e-05,0.4000000000000001,win,0.8500000000000001,"1.139255,1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139695,1.139915,1.140105,1.140075",1.1398003333333333,0.0004259321803083683,77.27272727272957,7.877240587239598e-05,0.0001052673797603695,0.16982558126677116,1.1400394999999999,1.1405601716815805,1.1395188283184192,0.00012499999999999418,0.0,19,3,0.6041238204874205
2025-06-05T19:34:00.135508,12712942523,EURUSD-OTC,put,1,1,2.5096774193526346e-05,0.39999999999999997,win,0.8500000000000001,"1.139085,1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139695,1.139915,1.140105,1.140085,1.140155",1.1398306666666664,0.0004182876469076904,77.27272727272957,0.00010859363232773589,0.00012406292168935898,0.07292435761274207,1.1400484999999998,1.1405710045454347,1.139525995454565,0.00012357142857141338,0.0,19,3,0.29252292291794246
2025-06-05T19:35:01.018473,12712945523,EURUSD-OTC,put,1,1,2.1806451612860848e-05,0.7,loss,-1,"1.139195,1.139155,1.138955,1.139235,1.139475,1.139385,1.139615,1.139865,1.139985,1.140155,1.140165,1.140435,1.140455,1.140285,1.140365,1.140255,1.140135,1.140075,1.139935,1.139915,1.140015,1.139785,1.139515,1.139525,1.139695,1.139915,1.140105,1.140085,1.140115,1.140155",1.139865,0.00039742504534399833,76.95852534562471,0.00010418609881623908,0.00010792823833576962,0.9965425810771141,1.1400465,1.1405676631222563,1.1395253368777436,0.00011571428571426663,0.0,19,3,0.7314782282363943
